Symbol,Company_name,Price,Change_abs,Change_rel,Volume,Avg_vol_3M,Market_cap,PE_ratio_TTM,Wk_change_rel
NVDA,NVIDIA Corporation,107.27,1.94,0.0178,475692000.000,373606000.000,2639000000000.000,62.73,1.3619
INTC,Intel Corporation,21.48,7.57,0.2606,296704000.000,52010000.00,91848000000.000,89.50,-0.3903
AMZN,"Amazon.com, Inc.",167.9,16.17,0.0878,137413000.000,41891000.000,1762000000000.000,39.98,0.1806
SNAP,Snap Inc.,9.36,3.45,0.2693,105179000.000,21867000.000,15533000000.000,0,-0.1145
F,Ford Motor Company,10.03,0.66,0.0617,109540000.00,54559000.000,39872000000.000,10.45,-0.2249
AAPL,Apple Inc.,219.86,1.50,0.0069,98084000.000,65593000.000,3343000000000.000,33.46,0.2293
TSLA,"Tesla, Inc.",207.67,9.19,0.0424,81020000.00,95650000.00,663431000000.000,58.50,-0.1741
AMD,"Advanced Micro Devices, Inc.",132.5,0.04,0.0003,78333000.000,53338000.000,214449000000.000,159.64,0.1343
SOFI,"SoFi Technologies, Inc.",6.65,0.51,0.0712,62509000.000,37454000.000,7083000000.000,0,-0.2918
NU,Nu Holdings Ltd.,10.92,0.60,0.0521,60145000.000,27948000.000,52299000000.000,42.00,0.3929
BAC,Bank of America Corporation,37.58,1.92,0.0486,58896000.000,37447000.000,291605000000.000,13.19,0.1788
PLTR,Palantir Technologies Inc.,24.74,1.34,0.0514,54343000.000,45224000.000,55094000000.000,206.17,0.3752
LUMN,"Lumen Technologies, Inc.",3.07,0.2500,0.0753,50800000.0,16968000.000,3116000000.000,0,0.7644
AAL,American Airlines Group Inc.,9.63,0.51,0.0503,48028000.000,36175000.000,6324000000.000,0,-0.3977
SWN,Southwestern Energy Company,6.1,0.23,0.0363,44943000.000,17122000.000,6728000000.000,0,-0.0687
CCL,Carnival Corporation & plc,14.8,0.96,0.0609,44267000.000,30230000.00,19390000000.00,20.85,-0.1796
NIO,NIO Inc.,4.05,0.0100,0.0025,38971000.000,48004000.000,8494000000.000,0,-0.7267
T,AT&T Inc.,19.37,0.10,0.0051,45041000.000,33724000.000,138888000000.000,11.13,0.3826
PFE,Pfizer Inc.,30.43,0.22,0.0072,42185000.000,35887000.000,172434000000.000,0,-0.1471
MARA,"Marathon Digital Holdings, Inc.",17.19,0.95,0.0524,38100000.0,47651000.000,5062000000.000,19.10,0.1407
CLSK,"CleanSpark, Inc.",13.48,1.61,0.1067,37499000.000,30780000.00,3072000000.000,103.69,1.6431
VALE,Vale S.A.,10.37,0.11,0.0105,37054000.000,25261000.000,45466000000.000,4.61,-0.2523
WBD,"Warner Bros. Discovery, Inc.",8.27,0.11,0.0131,39817000.000,29133000.000,20264000000.000,0,-0.4285
BBD,Banco Bradesco S.A.,2.21,0,0,34335000.000,19072000.000,22434000000.000,11.05,-0.2894
MU,"Micron Technology, Inc.",92.7,8.81,0.0868,35856000.000,22497000.000,102789000000.000,0,0.3361
HOOD,"Robinhood Markets, Inc.",17.88,2.36,0.1166,29639000.000,18332000.000,15714000000.000,127.71,0.5767
KGC,Kinross Gold Corporation,8.75,0.40,0.0437,29062000.000,16493000.000,10754000000.000,21.88,0.793
TSM,Taiwan Semiconductor Manufacturing Company Limited,149.86,8.32,0.0526,29031000.000,16695000.000,777186000000.000,29.04,0.5554
LCID,"Lucid Group, Inc.",3.12,0.1500,0.0459,29219000.000,30800000.0,7198000000.000,0,-0.5133
GOOGL,Alphabet Inc.,166.66,4.10,0.024,28893000.000,24045000.000,2061000000000.000,23.91,0.2671
PINS,"Pinterest, Inc.",29.1,2.14,0.0685,27776000.000,9118000.000,19968000000.000,100.34,0.071
GOLD,Barrick Gold Corporation,17.91,0.33,0.0181,27321000.000,19767000.000,31444000000.000,21.84,0.0855
C,Citigroup Inc.,58.76,4.52,0.0714,26881000.000,12498000.000,112102000000.000,16.23,0.2821
RIG,Transocean Ltd.,5.2,0.26,0.0476,26721000.000,17617000.000,4552000000.000,0,-0.3604
VZ,Verizon Communications Inc.,40.97,0.12,0.0029,26064000.000,17480000.00,172464000000.000,15.40,0.2595
AGNC,AGNC Investment Corp.,10.06,0.02,0.002,26022000.000,13220000.00,7707000000.000,10.59,0.009
AVGO,Broadcom Inc.,143.82,3.20,0.0218,32737000.000,36663000.000,669465000000.000,61.99,0.6032
RIVN,"Rivian Automotive, Inc.",14.72,0.52,0.0341,26883000.000,44806000.000,14651000000.000,0,-0.3937
RIOT,"Riot Platforms, Inc.",8.57,0.75,0.0805,24844000.000,22355000.000,2601000000.000,15.30,-0.4749
NCLH,Norwegian Cruise Line Holdings Ltd.,15.93,1.42,0.0818,24551000.000,13481000.000,7004000000.000,16.42,-0.138
WFC,Wells Fargo & Company,53.26,3.62,0.0636,23836000.000,17102000.000,181285000000.000,10.91,0.182
UBER,"Uber Technologies, Inc.",58.99,2.03,0.0333,23624000.000,17781000.000,123261000000.000,93.63,0.3123
ERIC,Telefonaktiebolaget LM Ericsson (publ),6.74,0.04,0.0059,23441000.000,15963000.000,22458000000.000,0,0.34
PYPL,"PayPal Holdings, Inc.",61.98,3.33,0.051,22926000.000,12137000.000,63364000000.000,15.04,-0.0379
MSFT,Microsoft Corporation,408.49,8.62,0.0207,29311000.000,19316000.000,3036000000000.000,34.59,0.2374
DKNG,DraftKings Inc.,32.02,3.47,0.0978,23007000.000,9796000.000,15547000000.000,0,0.0123
CSCO,"Cisco Systems, Inc.",46.66,0.73,0.0154,21750000.00,20111000.000,187984000000.000,15.76,-0.1198
ET,Energy Transfer LP,15.95,0.24,0.0148,20873000.000,13751000.000,53774000000.000,14.63,0.2326
GRAB,Grab Holdings Limited,3.24,0,0,20615000.000,19080000.00,12808000000.000,0,-0.0975
META,"Meta Platforms, Inc.",488.14,9.60,0.0193,23199000.000,13685000.000,1235000000000.000,24.94,0.542
MRVL,"Marvell Technology, Inc.",59.25,3.81,0.0604,20099000.000,11053000.000,51287000000.000,0,-0.0677
CMCSA,Comcast Corporation,39.9,0.36,0.0089,25861000.000,20387000.000,154513000000.000,10.61,-0.1221
ITUB,Itaú Unibanco Holding S.A.,5.76,0.06,0.0098,19738000.000,16949000.000,53568000000.000,9.14,0.0249
DNB,"Dun & Bradstreet Holdings, Inc.",11.82,1.53,0.1487,19700000.0,3930000.00,5222000000.000,0,0.0225
UMC,United Microelectronics Corporation,7.88,0.20,0.0248,19674000.000,10466000.000,20239000000.000,11.76,0.0765
BTG,B2Gold Corp.,2.85,0.1000,0.0339,19814000.000,10545000.000,3741000000.000,0,-0.0924
ALTM,Arcadium Lithium plc,2.86,0.1800,0.0592,19545000.000,9886000.000,3075000000.000,6.50,-0.6973
WMT,Walmart Inc.,68.46,1.33,0.0191,19745000.000,15674000.000,550661000000.000,29.38,0.2797
KEY,KeyCorp,14.45,0.77,0.0506,19278000.000,13172000.000,13629000000.000,19.01,0.1992
NOK,Nokia Oyj,3.85,0.1000,0.0253,19098000.000,13050000.00,21086000000.000,21.39,-0.0128
ABEV,Ambev S.A.,2.07,0.0200,0.0098,19028000.000,19435000.000,32622000000.000,12.94,-0.3007
KO,The Coca-Cola Company,69.33,1.37,0.0202,18522000.000,11586000.000,298803000000.000,28.18,0.133
HBAN,Huntington Bancshares Incorporated,13.75,0.62,0.0431,18310000.00,17535000.000,19971000000.000,12.97,0.1206
GM,General Motors Company,41.17,2.20,0.0507,21593000.000,14346000.000,46272000000.000,4.63,0.11
PBR,Petróleo Brasileiro S.A. - Petrobras,13.59,0.38,0.0272,17995000.000,17001000.000,87901000000.000,3.95,0.0089
BTE,Baytex Energy Corp.,3.23,0.2900,0.0824,17699000.000,9930000.00,2600000000.0,0,-0.2064
SHOP,Shopify Inc.,54.43,3.74,0.0643,17705000.000,11034000.000,70128000000.000,0,-0.0545
XOM,Exxon Mobil Corporation,116.88,0.07,0.0006,17421000.000,16059000.000,519298000000.000,13.98,0.0903
AUR,"Aurora Innovation, Inc.",3.84,0.2300,0.0565,22691000.000,11192000.000,6472000000.000,0,0.2549
SQ,"Block, Inc.",60.38,0.48,0.008,17108000.000,7228000.000,37173000000.000,55.91,-0.0567
MRK,"Merck & Co., Inc.",115.2,1.38,0.0121,16557000.000,9279000.000,291780000000.00,21.33,0.0859
PR,Permian Resources Corporation,13.82,0.99,0.0668,16494000.000,11586000.000,11904000000.000,11.71,0.1431
SIRI,Sirius XM Holdings Inc.,3.12,0.1100,0.0341,16333000.000,40820000.00,12013000000.000,9.45,-0.3514
LYFT,"Lyft, Inc.",10.92,0.50,0.0438,16272000.000,13984000.000,4406000000.000,0,-0.0046
QCOM,QUALCOMM Incorporated,159.31,4.69,0.0286,16590000.00,10366000.000,177471000000.000,20.35,0.3349
BCS,Barclays PLC,10.73,0.58,0.0513,16034000.000,10945000.000,42167000000.000,8.13,0.381
VRT,Vertiv Holdings Co,69.46,4.54,0.0614,16519000.000,9518000.000,26058000000.000,54.27,0.9446
TAL,TAL Education Group,8.47,0.61,0.0672,15858000.000,5883000.000,5118000000.000,105.88,0.1715
KMI,"Kinder Morgan, Inc.",20.68,0.39,0.0185,16099000.000,14224000.000,45898000000.000,18.97,0.1899
OWL,Blue Owl Capital Inc.,16.26,0.92,0.0536,15573000.000,6746000.000,23796000000.000,95.65,0.323
BMY,Bristol-Myers Squibb Company,48.77,0.60,0.0125,15542000.000,16039000.000,98876000000.000,0,-0.1935
FCX,Freeport-McMoRan Inc.,41.97,1.66,0.038,15464000.000,12767000.000,60289000000.000,31.32,-0.0076
PCOR,"Procore Technologies, Inc.",56.78,10.44,0.1553,15373000.000,1663000.000,8308000000.000,0,-0.1227
GOOG,Alphabet Inc.,168.4,4.05,0.0235,18674000.000,17242000.000,2061000000000.000,24.16,0.2763
MCHP,Microchip Technology Incorporated,75.43,8.94,0.106,17443000.000,6417000.000,40469000000.000,30.05,-0.1106
CERE,"Cerevel Therapeutics Holdings, Inc.",44.96,0,0,15034000.000,2050000.00,8191000000.000,0,1.1878
HL,Hecla Mining Company,4.94,0.3900,0.0732,15053000.000,8955000.000,3094000000.000,0,-0.0426
OXY,Occidental Petroleum Corporation,57.67,1.71,0.0288,14823000.000,7060000.00,52837000000.000,16.67,-0.0975
KVUE,Kenvue Inc.,18.82,0.19,0.0102,14553000.000,22211000.000,36037000000.000,24.13,-0.2005
CX,"CEMEX, S.A.B. de C.V.",6.04,0.21,0.0336,14442000.000,8302000.000,9151000000.000,46.46,-0.2325
